Name,Action Date,Assigned to,Created time,Description,Files,Last edited time,Priority,Project Active,Project Status (rollup),Projects,Status,Time,URL,Valid (AI rule)
외부 비서 채용 – 3. 공고용 업무·요건 문단 작성,"December 6, 2025",김은향,"December 4, 2025 6:04 PM","엔씨온에 들어갈 주요 업무(GBT 반복작업, 구글 시트 정리, 문서·콘텐츠 업로드)와 요구 역량(한국어, 시트, 사무보조)을 공고용 텍스트로 작성.",,"December 7, 2025 3:46 PM",High,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Not started,오후,,
외부 비서 채용 – 2. 엔씨온 조건 최종 합의 정리,"December 5, 2025",김은향,"December 4, 2025 6:04 PM","근무일/시간(평일 13–15시 + 주말 오후), 시급(C 코스 7,500원), 12월 테스트·1월 확장 구조를 한 문서로 정리해 엔씨온 기준과 완전히 일치시키기.",,"December 7, 2025 3:46 PM",High,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Not started,오후,,
외부 비서 채용 – 5. 인터뷰 질문 세트 정리,"December 9, 2025",한명학,"December 4, 2025 6:04 PM","GPT/시트 활용 경험, 반복작업 내구도, 한국어 문서 다듬기, 보안 인식 등을 검증할 질문 리스트를 1차 인터뷰용으로 정리.",,"December 9, 2025 4:25 PM",High,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Done,오후,,
외부 비서 채용 – 4. 인터뷰 방식/플로우 확정,"December 9, 2025",한명학,"December 4, 2025 6:04 PM","엔씨온→카톡→Google Meet 인터뷰 플로우와, 1차 인터뷰 시간/형식(15–20분, 질문 구조)을 문서로 정리.",,"December 9, 2025 1:58 PM",Medium,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Done,오후,,
외부 비서 채용 – 7. 보안·권한 셋업 체크리스트 초안,"December 13, 2025",한명학,"December 4, 2025 6:04 PM","Google Drive/Notion Guest/GPT 계정 권한 부여·회수 체크리스트 초안을 만들고, 수습 종료 시 플로우까지 정의.",,"December 14, 2025 11:46 PM",Medium,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Done,오후,,
외부 비서 채용 – 1. 역할·권한 정책 문서 고정,"December 4, 2025",김은향,"December 4, 2025 6:04 PM","현재 정리된 Overseas Assistant 접근권한/업무 경계 정책을 Notion/Google Docs 한 페이지로 고정 문서화하고, 엔씨온/후보자 공유용 레퍼런스로 정리한다.",,"December 4, 2025 6:04 PM",High,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Not started,,,
외부 비서 채용 – 6. 후보 평가 기준표 만들기,"December 9, 2025",한명학,"December 4, 2025 6:04 PM","합격/보류/탈락 기준(한국어, 커뮤니케이션, 책임감, 최소 3개월 가능 여부 등)을 테이블 형태로 정리해 월요일부터 후보 검토에 사용할 수 있게 준비.",,"December 9, 2025 4:25 PM",High,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Done,,,
코치 규칙 정하기,"December 14, 2025",,"December 6, 2025 12:21 PM","꼭꼭/LOOP 코치로 함께 일할 때 필요한 기본 규칙을 정리한다.
- 커뮤니케이션 규칙 (슬랙/카톡/이메일 등)
- 세션 진행 방식 및 시간 규칙
- 기록/라벨링 관련 원칙
정리된 규칙 초안을 문서화하면 완료.",,"December 7, 2025 11:09 PM",,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Not started,오후,,
채용 및 계약서 작성,"December 14, 2025",,"December 6, 2025 12:21 PM","선정된 코치와 채용 및 계약서를 작성한다.
- 주요 조항(보안, 개인정보, 비밀유지, 저작권 등) 포함
- 단가, 기간, 업무 범위 명시
서명 완료된 계약서가 확보되면 완료.",,"December 7, 2025 11:09 PM",,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Not started,오후,,
혜영 코치에게 인수인계 받기,"December 14, 2025",,"December 6, 2025 12:21 PM","혜영 코치에게 현재 진행 중인 코칭 업무 및 프로세스를 인수인계 받는다. 어떤 세션/클라이언트/프로토콜을 넘겨받는지 정리하고, 필요한 자료를 공유받으면 완료.",,"December 7, 2025 11:09 PM",,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Not started,오후,,
기본 프로토콜 및 교육 프로세스 정하기,"December 14, 2025",,"December 6, 2025 12:21 PM","새 코치를 위한 기본 코칭 프로토콜과 교육/온보딩 프로세스를 정리한다.
- 필수 세션 플로우 및 체크리스트
- 기록/라벨링 기준
- 첫 2주~4주 온보딩 플랜
문서/노션 페이지 기준안이 만들어지면 완료.",,"December 6, 2025 12:21 PM",,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Not started,,,
면접 · 테스트 사항 결정,"December 6, 2025",김은향,"December 6, 2025 12:21 PM","코치 후보자를 평가하기 위한 면접 질문 및 실무 테스트 과제를 정리한다.
- 코칭 경험/철학 관련 질문
- 정서·섭식 루프 이해를 확인할 질문
- 실제 사례 기반 미니 코칭/라벨링 테스트
구조화된 체크리스트/폼이 만들어지면 완료.",,"December 6, 2025 9:35 PM",High,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
프리랜서 계약 단가 결정,"December 14, 2025",한명학,"December 6, 2025 12:21 PM","코치 1명에 대한 프리랜서 계약 단가 및 조건을 결정한다.
- 세션/주 단가 또는 월 단가
- 예상 투입 시간, 최소 계약 기간
- 인센티브/보너스 구조(있다면)
내부 기준안이 정리되면 완료.",,"December 17, 2025 11:35 AM",High,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
카카오톡 채널 문의 답변,"December 6, 2025",한명학,"December 6, 2025 7:40 PM",,,"December 10, 2025 11:52 PM",Medium,No,시작 전,[CS·운영] 고객관리/대응(CS) (https://www.notion.so/CS-CS-eb4db460772f4cd8a556f563948fba77?pvs=21),Done,,,
유튜브 대댓글 작성,"December 6, 2025",한명학,"December 6, 2025 7:40 PM",,,"December 10, 2025 11:52 PM",Low,No,"완료,시작 전","[운영 인프라] Google Play 결제 프로필 오류 & 앱 이전 정리 (https://www.notion.so/Google-Play-8aee7ac2f5b347759093687cb2a7187a?pvs=21), [CS·운영] 고객관리/대응(CS) (https://www.notion.so/CS-CS-eb4db460772f4cd8a556f563948fba77?pvs=21)",Done,,,
스타트업베이 최종보고서 작성,"December 6, 2025",한명학,"December 6, 2025 7:40 PM",,,"December 10, 2025 11:52 PM",Medium,No,시작 전,[지원사업] 정부지원사업 (https://www.notion.so/99b6de294422477b8ce78dc9ba87ca6d?pvs=21),Done,,,
1:1 코칭,"December 6, 2025",한명학,"December 6, 2025 7:40 PM",,,"December 10, 2025 11:52 PM",High,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,,,
프리랜서 코치 커피챗 (10:20),"December 7, 2025",한명학,"December 7, 2025 9:05 AM","오전 10:20 프리랜서 코치 후보자와 간단한 커피챗을 진행합니다. 코칭 경험, 소식연구소 비전 공유, 협업 가능성 등을 논의하고 상호 fit을 확인합니다. 커피챗 완료 및 후속 액션 결정 시 태스크 완료.",,"December 10, 2025 11:52 PM",High,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
"일요일 1:1 코칭 서비스 진행 (화상 코칭, 피드백)","December 7, 2025",한명학,"December 7, 2025 9:13 AM",일요일 정기 1:1 코칭 서비스를 진행한다. 화상 코칭과 피드백 제공을 완료하면 끝난 것으로 본다. 산출물: 코칭 세션 완료 및 피드백 전달,,"December 10, 2025 11:51 PM",High,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,,,
프리랜서 코치와 커피챗 진행,"December 7, 2025 1:20 AM (UTC)",한명학,"December 7, 2025 9:13 AM","오전 10:20에 프리랜서 코치와 커피챗을 진행한다. 코칭 협업 방향성, 역할, 일정 등을 논의하고 합의하면 완료. 산출물: 미팅 노트 및 액션 아이템",,"December 10, 2025 11:51 PM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
[CoachOS] 코치 인증 플로우 v1 (로그인 UI + Auth Cubit + Repository),"December 11, 2025",김은향,"December 7, 2025 2:54 PM","코치가 LoopOS 대시보드에 로그인할 수 있는 최소 인증 플로우를 완성한다.
- 코치 로그인 페이지 UI (coach_login_page.dart)
  - 이메일/비밀번호 입력 폼
  - 로그인 버튼, 에러 메시지 영역
- 코치 인증 Cubit (coach_auth_cubit.dart)
  - 로그인 상태/로딩/에러 상태 관리
  - loopOS_coaches 컬렉션에서 role 검증
  - 세션 유지 로직(Firebase Auth currentUser 기준)
- 코치 Repository (loopOS_coach_repository.dart)
  - 코치 정보 조회
  - 담당 고객 목록 조회를 위한 기본 메서드 골격
이 태스크가 끝나면 “코치 계정으로 로그인 → 인증된 상태로 /loopOS 메인 대시보드에 진입”하는 기본 흐름이 동작한다.",,"December 11, 2025 11:05 PM",High,Yes,진행 중,coachOS AI CRM 시스템 – Phase 1 MVP 기초 (https://www.notion.so/coachOS-AI-CRM-Phase-1-MVP-8a71cf36f0784cf4b0b048832afea7e0?pvs=21),Done,야간,,
[CoachOS] Phase 1 – 프로젝트 셋업 (Firestore + 라우팅 기본 구조),"December 11, 2025",김은향,"December 7, 2025 2:54 PM","LoopOS AI 코칭 시스템 Phase 1을 위해 백엔드/라우팅의 기초 골격을 세팅한다.
- Firestore 컬렉션 생성:
  - loopOS_coaches / loopOS_customers / loopOS_rooms
  - loopOS_summaries / loopOS_protocols (Week1~12 데이터 입력은 이후 단계)
- Firestore Security Rules v1:
  - 코치 권한 규칙 / 관리자 권한 규칙 / 고객 데이터 접근 규칙
  - 기존 meal_diaries 읽기 권한 추가
  - 기본 테스트 후 Rules 배포
- 라우팅 기본 구조:
  - /loopOS, /loopOS/coaching, /loopOS/scheduler, /loopOS/room/:roomId 추가
  - 코치 권한 가드 기본 로직 연결
이 태스크가 끝나면 “인증/화면 없이도, LoopOS 영역의 Firestore 구조와 라우팅 뼈대가 준비된 상태”가 된다.",,"December 12, 2025 10:41 AM",High,Yes,진행 중,coachOS AI CRM 시스템 – Phase 1 MVP 기초 (https://www.notion.so/coachOS-AI-CRM-Phase-1-MVP-8a71cf36f0784cf4b0b048832afea7e0?pvs=21),Done,오후,,
W31 완성 대본 작성,"December 7, 2025",한명학,"December 7, 2025 9:41 PM",,,"December 15, 2025 1:23 PM",High,Yes,진행 중,YouTube 1주 1업로드 프로젝트 (https://www.notion.so/YouTube-1-1-429c2a5aa7b04d12b5a3923f9e698f91?pvs=21),Done,오후,,
인사면담 진행,"December 8, 2025",한명학,"December 7, 2025 10:03 PM",,,"December 10, 2025 11:52 PM",Medium,No,시작 전,[경영·운영] 경영 관리 (https://www.notion.so/1cd02596e9b949358700d91ac8b0eb77?pvs=21),Done,오전,,
코칭 규정 만들기,"December 7, 2025",한명학,"December 8, 2025 12:54 PM",,,"December 10, 2025 11:51 PM",Medium,No,시작 전,[경영·운영] 경영 관리 (https://www.notion.so/1cd02596e9b949358700d91ac8b0eb77?pvs=21),Done,야간,,
프리랜서 코치 면접 진행,"December 10, 2025 2:00 PM (GMT+9) → 2:00 PM","김은향, 한명학","December 8, 2025 1:01 PM","프리랜서 코치 채용 면접 진행. 참석자: 한명학, 김은향
https://meet.google.com/qam-qomu-kwh
",,"December 10, 2025 3:12 PM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,오후,https://meet.google.com/qam-qomu-kwh,
와디즈 새소식 업로드,"December 8, 2025",한명학,"December 8, 2025 4:09 PM",,,"December 10, 2025 11:51 PM",Medium,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,오전,,
와디즈 체험 코칭 진행(2명),"December 8, 2025",한명학,"December 8, 2025 4:09 PM",,,"December 10, 2025 11:51 PM",Medium,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,오후,,
유튜브 W31 촬영,"December 8, 2025",한명학,"December 8, 2025 11:32 PM",,,"December 15, 2025 12:31 PM",Medium,Yes,진행 중,YouTube 1주 1업로드 프로젝트 (https://www.notion.so/YouTube-1-1-429c2a5aa7b04d12b5a3923f9e698f91?pvs=21),Done,야간,,
JEMI 최종결과보고서 작성 및 제출,"December 12, 2025",한명학,"December 8, 2025 11:49 PM","제출 기한: 2025.12.12.(금) 13시까지

제출 서류:
- 최종결과보고서: 제출공문, 최종수정결과보고서(보완 후 제출), 실적증빙(보완 후 제출)
- 정산보고서: 제출공문, 정산보고서(증빙서류포함), 회계검증보고서, e나라도움 집행증빙서류

완료 조건: 모든 서류를 기한 내 제출 완료",,"December 12, 2025 12:00 PM",High,No,시작 전,[지원사업] 정부지원사업 (https://www.notion.so/99b6de294422477b8ce78dc9ba87ca6d?pvs=21),Done,오후,,
프리랜서 면접 질문 및 업무 규칙 준비,"December 9, 2025",한명학,"December 8, 2025 11:51 PM","목적: 프리랜서 채용을 위한 면접 질문 세트와 협업 시 업무 운영 규칙을 정의

완료 조건:
- 면접 시 사용할 질문 리스트 작성 완료
- 프리랜서와 일할 때 적용할 업무 규칙(커뮤니케이션, 산출물, 일정 관리 등) 문서화 완료

산출물: 면접 질문 리스트 + 업무 규칙 문서",,"December 10, 2025 2:50 PM",High,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
CS 내용 정리,"December 10, 2025",한명학,"December 9, 2025 12:00 AM","목적: 고객 지원 내용을 정리하고 분석

완료 조건:
- 최근 CS 문의 및 응대 내용 정리 완료
- 주요 이슈 및 패턴 파악 완료

산출물: 정리된 CS 내용 문서",,"December 10, 2025 11:55 PM",Medium,No,시작 전,[CS·운영] 고객관리/대응(CS) (https://www.notion.so/CS-CS-eb4db460772f4cd8a556f563948fba77?pvs=21),Done,,,
앱 QA 내용 전반적으로 정리 및 테스트,"December 10, 2025",한명학,"December 9, 2025 12:00 AM","목적: 앱의 주요 기능을 전반적으로 테스트하고 QA 내용 정리

완료 조건:
- 주요 기능 테스트 진행 완료
- 발견된 버그 및 개선사항 정리 완료

산출물: QA 테스트 결과 및 이슈 리스트",,"December 12, 2025 9:45 PM",Medium,No,,,Done,,,
와디즈 워크북/다이어리 수요량 예측 및 수량 산정,"December 10, 2025",한명학,"December 9, 2025 12:01 AM","목적: 와디즈 워크북과 다이어리의 수요를 예측하고 적정 수량 재산정

완료 조건:
- 워크북 수요량 예측 완료
- 다이어리 수요량 예측 완료
- 최종 주문 수량 산정 완료

산출물: 수요량 예측 자료 및 최종 수량 산정 문서",,"December 10, 2025 11:50 PM",Medium,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,,,
와디즈 체험 코칭 3건 진행,"December 10, 2025",한명학,"December 9, 2025 12:06 AM","목적: 와디즈 체험 코칭 3건 진행

완료 조건:
- 총 3건의 체험 코칭 세션 진행 완료
- 각 코칭 후 피드백 정리 및 기록

산출물: 체험 코칭 3건 기록 및 피드백",,"December 10, 2025 11:38 PM",High,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,,,
워크북&다이어리 리워드 관련 새소식 작성,"December 9, 2025",한명학,"December 9, 2025 12:06 AM","목적: 와디즈 워크북과 다이어리 리워드에 대한 새소식 콘텐츠 작성

완료 조건:
- 워크북&다이어리 리워드 소개 새소식 작성 완료
- 와디즈에 새소식 게시 완료

산출물: 게시된 새소식 콘텐츠",,"December 10, 2025 11:51 PM",Medium,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,,,
직원에게 줄 업무 작성(ㅎ님),"December 9, 2025",한명학,"December 9, 2025 12:10 AM","목적: 직원에게 할당할 업무 내용을 작성하고 정리

완료 조건:
- 직원에게 전달할 업무 리스트 작성 완료
- 각 업무별 목표, 산출물, 기한 명시 완료

산출물: 직원 업무 지시 문서",,"December 10, 2025 11:51 PM",Medium,No,시작 전,[경영·운영] 경영 관리 (https://www.notion.so/1cd02596e9b949358700d91ac8b0eb77?pvs=21),Done,,,
호호요가 채용 공고 모든 지역에 게시,"December 11, 2025",한명학,"December 9, 2025 12:14 AM","목적: 기존에 작성한 채용 공고를 호호요가 플랫폼의 모든 지역에 게시

완료 조건:
- 채용 공고 내용 최종 확인
- 호호요가 모든 지역에 채용 공고 게시 완료

산출물: 모든 지역에 게시 완료된 채용 공고",,"December 11, 2025 10:36 PM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
JEMI 디딤돌 사업금 사용내역서 제출(정산을 위한),"December 9, 2025",한명학,"December 9, 2025 11:15 AM",,,"December 10, 2025 11:51 PM",Medium,No,시작 전,[지원사업] 정부지원사업 (https://www.notion.so/99b6de294422477b8ce78dc9ba87ca6d?pvs=21),Done,,,
[Google Play] 앱 이전 후 결제/구독 상태 최종 점검,"December 9, 2025",김은향,"December 9, 2025 12:12 PM","Google Play 앱 이전이 완료된 뒤, 새 계정과 RevenueCat/결제 플로우가 정상 동작하는지 상태만 확인하는 태스크.

체크리스트

1. 새 계정에서 앱이 제대로 보이는지
   1) 새 개발자 계정으로 로그인
   2) 왼쪽 메뉴에서 모든 앱 클릭
      - 목록에 꼭꼭 - 다이어트 요요없는 행동･감정기반 식습관 관리가 보이는지 확인
   3) 앱을 클릭해서 상단 대시보드, 릴리스 > 프로덕션 화면이 정상적으로 열리는지 확인
   → “앱이 새 계정으로 잘 넘어왔는지” 확인하는 단계.

2. 인앱상품 / 구독이 그대로 있는지
   1) 앱 선택 후 왼쪽 메뉴에서 수익 창출 클릭
   2) 그 아래에서 상품 → 구독, (있다면) 상품 → 일회성 상품 확인
   3) 여기서
      - 원래 쓰던 구독 ID (예: monthly_..., yearly_...) 가 전부 그대로 있는지
      - 상태가 활성으로 표시되는지 확인
   → 그대로면 RevenueCat과의 연결도 그대로 살아 있다고 가정할 수 있음. [추론]

3. 기존 구독자 수가 보이는지
   1) 같은 수익 창출 → 구독 화면에서 상단 통계/구독자 관련 탭 확인
   2) 활성 구독 숫자가 비정상적으로 0은 아닌지,
      예전에 기억하는 숫자와 크게 괴리 나지 않는지 감으로 체크
   → 숫자가 전부 0으로 날아가 있으면 이상, 어느 정도 유지되어 있으면 정상 흐름으로 판단. [추론]

4. RevenueCat 설정 가볍게 점검
   1) RevenueCat 대시보드에서 프로젝트 진입
   2) 왼쪽 메뉴 App Settings (또는 톱니바퀴) → Integrations → Google Play 확인
      - Service Account JSON 키가 그대로 있는지
      - 빨간 에러/경고 메시지가 없는지 확인
   → 앱 이전으로 이 부분이 깨질 가능성은 낮지만, 혹시 모를 권한 문제를 한 번 보는 단계. [추론]

5. 실제 결제 테스트 (핵심)
   1) 테스트용 안드로이드 기기에서 Google Play 로그인 (테스트 계정 또는 실제 계정)
   2) 앱 설치 후 실행
   3) 앱에서 실제 구독/결제 버튼 눌러서
      - 결제 창이 정상적으로 뜨는지
      - 결제가 정상적으로 완료되는지 확인
   4) 결제 후에
      - 앱에서 “구독 활성화” 상태로 잘 인식되는지 확인
      - RevenueCat 대시보드 → Customers에서 해당 유저의 Entitlement 활성화 여부 확인
   → 이 테스트가 한 번만 통과하면, ""결제 문제는 사실상 끝났다""고 봐도 되는 단계. [추론]

6. (선택) 서버/Webhook 로그 확인
   - 만약 다음을 사용 중이라면:
     - Google Play Billing 서버 알림
     - RevenueCat Webhook
     - 자체 서버 결제/갱신 로그 수집
   - 앱 이전 완료 이후에 들어온 새 결제/갱신 로그가 정상적으로 찍히는지 마지막으로 확인

정리
- 반드시 해야 하는 건 설정 변경이 아니라 상태 확인.
- 위 1~5번을 한 번씩 쭉 점검하면, 실질적으로 앱 이전 후 결제/구독 플로우 점검은 끝난다.",,"December 9, 2025 1:46 PM",High,No,완료,[운영 인프라] Google Play 결제 프로필 오류 & 앱 이전 정리 (https://www.notion.so/Google-Play-8aee7ac2f5b347759093687cb2a7187a?pvs=21),Done,오후,,
[Google Play] 앱 이전 후 실제 결제 테스트 진행,"December 9, 2025",한명학,"December 9, 2025 12:41 PM","Google Play 앱 이전이 완료된 뒤, 실제 결제 플로우가 끝까지 정상 동작하는지 테스트 기기에서 직접 결제까지 진행해 확인하는 태스크.

체크리스트 (실제 결제 테스트)

1) 테스트용 안드로이드 기기에서 Google Play 로그인 (테스트 계정 또는 실제 계정)
2) 앱 설치 후 실행
3) 앱에서 실제 구독/결제 버튼을 눌러서
   - 결제 창이 정상적으로 뜨는지
   - 결제가 정상적으로 완료되는지 확인
4) 결제 후에
   - 앱에서 “구독 활성화” 상태로 잘 인식되는지 확인
   - RevenueCat 대시보드 → Customers에서 해당 유저의 Entitlement 활성화 여부 확인

위 테스트가 한 번 정상 통과하면, 이번 Incident와 관련된 결제 문제는 사실상 종료된 것으로 본다.",,"December 10, 2025 12:08 AM",High,No,완료,[운영 인프라] Google Play 결제 프로필 오류 & 앱 이전 정리 (https://www.notion.so/Google-Play-8aee7ac2f5b347759093687cb2a7187a?pvs=21),Done,오후,,
"[급여·세무] 12월 직원 월급 처리 (황혜림, 혜영, 명학)","December 10, 2025",한명학,"December 9, 2025 3:42 PM","12월 직원 급여(황혜림, 혜영, 명학) 지급 처리. 각 직원별 급여 금액 확인 후 계좌 이체 완료하면 태스크 종료.",,"December 10, 2025 10:04 AM",High,No,,,Done,오후,,
[빌드업 사업] 11월·12월 지원금 서류 작성,"December 13, 2025",한명학,"December 9, 2025 4:01 PM","제주 콘텐츠 청년 일자리 빌드업 지원사업 11월·12월 지급분 서류 작성 및 제출. 인건비(일할계산, 종료일 12/31 기준), 교통비(15일 이상 근로자, 12월 180만원), 12월 지원금 선지급 요청 공문 포함. 제출 완료 시 태스크 종료.",,"December 14, 2025 11:24 AM",High,No,시작 전,[지원사업] 정부지원사업 (https://www.notion.so/99b6de294422477b8ce78dc9ba87ca6d?pvs=21),Done,오후,,
[1:1 코칭] 1차 코칭 세션,"December 10, 2025",한명학,"December 9, 2025 9:14 PM",수요일 오후 7시 1:1 코칭 세션 진행. 코칭 대상자와의 정서·섭식 관계 재구성 세션을 통해 루프 패턴을 파악하고 액션 아이템을 도출.,,"December 10, 2025 11:50 PM",Medium,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,오후,,
[1:1 코칭] 2차 코칭 세션,"December 10, 2025",한명학,"December 9, 2025 9:14 PM",수요일 오후 8시 1:1 코칭 세션 진행. 코칭 대상자와의 정서·섭식 관계 재구성 세션을 통해 루프 패턴을 파악하고 액션 아이템을 도출.,,"December 10, 2025 11:50 PM",Medium,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,오후,,
코칭 참여자 식후감정일기 피드백,"December 10, 2025",한명학,"December 10, 2025 12:08 AM",,,"December 10, 2025 11:50 PM",Medium,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,,,
[프리랜서 면접] 코칭 메뉴얼 제작,"December 11, 2025 → December 14, 2025",한명학,"December 10, 2025 3:13 PM","프리랜서 코치가 꼭꼭Fit 코칭을 진행할 때 참고할 표준 메뉴얼을 작성합니다. 코칭 프로토콜, 피드백 작성 가이드, 식후감정일기 리뷰 방법, 참여자 응대 원칙 등을 포함하여 일관된 코칭 품질을 유지할 수 있도록 합니다.",,"December 14, 2025 2:06 PM",High,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,오후,,
[프리랜서 면접] 제공할 과제 내용 정리(녹음본 포함),"December 13, 2025",한명학,"December 10, 2025 3:13 PM","오늘 진행한 프리랜서 코치 면접 후 후보자에게 제공할 과제 내용을 정리합니다. 면접 녹음본을 검토하고, 과제 요구사항·평가 기준·제출 형식을 명확히 문서화하여 후보자가 바로 착수할 수 있도록 준비합니다.",,"December 14, 2025 7:19 PM",High,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,오후,,
4대 보험료 납부 및 산출내역 문의,"December 10, 2025",한명학,"December 10, 2025 5:34 PM",,,"December 10, 2025 11:49 PM",Medium,No,시작 전,[경영·운영] 경영 관리 (https://www.notion.so/1cd02596e9b949358700d91ac8b0eb77?pvs=21),Done,,,
꼭꼭Fit 식후감정일기 피드백,"December 10, 2025",한명학,"December 10, 2025 10:21 PM",,,"December 10, 2025 11:38 PM",High,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,,,
"워크북 제작 2차 시안 관련 피드백, 대응","December 11, 2025",한명학,"December 10, 2025 11:38 PM",,,"December 11, 2025 2:48 PM",Medium,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,,,
와디즈 72시간 이벤트 새소식 내용 초안 작성,"December 11, 2025",한명학,"December 11, 2025 12:56 PM",,,"December 11, 2025 4:47 PM",Medium,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,,,
안드로이드 결제시스템 복구에 따른 고객 메시지 전송(카카오톡 채널),"December 11, 2025",한명학,"December 11, 2025 1:05 PM",,,"December 11, 2025 1:11 PM",Medium,No,시작 전,[CS·운영] 고객관리/대응(CS) (https://www.notion.so/CS-CS-eb4db460772f4cd8a556f563948fba77?pvs=21),Done,,,
